recipe_name|item_url|rank|cooldown_timer|station|vendor|gold|ingredient_names
Myth Jewel 65 - 85|http://www.wizard101central.com/wiki/Jewel:Clear_Defense_Peridot_%2B37|Novice Crafter|000:10:00|Jewel Crafting Station|Yaxche|10,000|[('10', 'Perfect Peridot'), ('8', 'Mithril'), ('5', 'Mass Myth Prism')]
Myth Jewel 75 - 95|http://www.wizard101central.com/wiki/Jewel:Clear_Accurate_Peridot_%2B9%25|Novice Crafter|000:10:00|Jewel Crafting Station|Wozina the EdgeCutter|15,000|[('15', 'Perfect Peridot'), ('7', 'Orichalcum'), ('5', 'Vaporize')]
Myth Jewel 85 - 105|http://www.wizard101central.com/wiki/Jewel:Polished_Accurate_Peridot_%2B10%25|Novice Crafter|000:10:00|Jewel Crafting Station|Jules|17,500|[('15', 'Perfect Peridot'), ('10', 'Draconium'), ('5', 'Mega Subdue')]
Myth Jewel 95 - 115|http://www.wizard101central.com/wiki/Jewel:Lustrous_Accurate_Peridot_%2B11%25|Novice Crafter|000:10:00|Jewel Crafting Station|Gemeral|18,000|[('17', 'Perfect Peridot'), ('10', 'Turmeric'), ('5', 'Mega Subdue')]
Pet Jewel of Balance|http://www.wizard101central.com/wiki/Jewel:Add_Balance_Citrine|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|1,000|[('5', 'PBJ Sandwich'), ('5', 'Brass'), ('10', 'Citrine')]
Pet Jewel of Death|http://www.wizard101central.com/wiki/Jewel:Death_Assailant_Onyx|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|1,000|[('5', 'Large Pretzel'), ('4', 'Brass'), ('10', 'Onyx')]
Pet Jewel of Fire|http://www.wizard101central.com/wiki/Jewel:Fire_Assailant_Ruby|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|1,000|[('5', 'Flaming Pineapple'), ('5', 'Steel'), ('10', 'Ruby')]
Pet Jewel of Ice|http://www.wizard101central.com/wiki/Jewel:Ice_Assailant_Sapphire|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|1,000|[('5', 'Diamond Carrot'), ('4', 'Brass'), ('10', 'Sapphire')]
Pet Jewel of Life|http://www.wizard101central.com/wiki/Jewel:Life_Assailant_Jade|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|1,000|[('5', 'BBQ Drumstick'), ('5', 'Steel'), ('10', 'Jade')]
Pet Jewel of Myth|http://www.wizard101central.com/wiki/Jewel:Myth_Assailant_Peridot|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|1,000|[('5', 'Nutty Truffle'), ('4', 'Steel'), ('10', 'Peridot')]
Pet Jewel of Storm|http://www.wizard101central.com/wiki/Jewel:Storm_Assailant_Amethyst|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|1,000|[('5', 'Bag of Jelly Beans'), ('5', 'Steel'), ('10', 'Amethyst')]
Rank  Derby Jewel|http://www.wizard101central.com/wiki/Jewel:Banana_Peel_Opal|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|100|[('1', 'Pudding'), ('5', 'Lead'), ('1', 'Opal')]
Rank  Derby Jewel|http://www.wizard101central.com/wiki/Jewel:Big_Drain_Opal|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|100|[('1', 'Popsicle'), ('5', 'Lead'), ('1', 'Opal')]
Rank  Pet Stats Jewel|http://www.wizard101central.com/wiki/Jewel:Eager_Opal|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|500|[('3', 'Bubblegum'), ('10', 'Steel'), ('5', 'Opal')]
Rank  Derby Jewel|http://www.wizard101central.com/wiki/Jewel:Bananas!_Opal|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|100|[('1', 'Truffle'), ('5', 'Lead'), ('1', 'Opal')]
Rank  Pet Stats Jewel|http://www.wizard101central.com/wiki/Jewel:Astute_Opal|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|500|[('4', 'Spicy Bubblegum'), ('10', 'Silver'), ('5', 'Opal')]
Rank  Derby Jewel|http://www.wizard101central.com/wiki/Jewel:Catch_Opal|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|100|[('2', 'Radioactive Pizza'), ('5', 'Tin'), ('1', 'Opal')]
Rank  Pet Stats Jewel|http://www.wizard101central.com/wiki/Jewel:Best_of_Show_Opal|Novice Crafter|00:10:00|Jewel Crafting Station|Lowe Springfield|500|[('10', 'Titanium'), ('5', 'Opal'), ('5', 'Heavenly Bubblegum')]
Rank  Derby Jewel|http://www.wizard101central.com/wiki/Jewel:Bummer_Opal|Novice Crafter|000:10:00|Jewel Crafting Station|Lowe Springfield|100|[('3', 'Star Fruit'), ('5', 'Tin'), ('1', 'Opal')]
Storm Jewel |http://www.wizard101central.com/wiki/Jewel:Cracked_Accurate_Amethyst_%2B1%25|Novice Crafter|000:10:00|Jewel Crafting Station|Eudora Tangletree|500|[('5', 'Amethyst'), ('3', 'Pyrite'), ('1', 'Storm Shark')]
Storm Jewel 15 - 25|http://www.wizard101central.com/wiki/Jewel:Chipped_Defense_Amethyst_%2B14|Novice Crafter|000:10:00|Jewel Crafting Station|Felicia Worthington|750|[('10', 'Amethyst'), ('2', 'Iron'), ('2', 'Thermic Shield')]
Storm Jewel 15 - 35|http://www.wizard101central.com/wiki/Jewel:Chipped_Accurate_Amethyst_%2B3%25|Novice Crafter|000:10:00|Jewel Crafting Station|Toshio|1,000|[('15', 'Amethyst'), ('1', 'Copper'), ('2', 'Kraken')]
Storm Jewel 25 - 45|http://www.wizard101central.com/wiki/Jewel:Blemished_Damage_Amethyst_%2B11|Novice Crafter|000:10:00|Jewel Crafting Station|Balthazar Dragonthorn|1,500|[('5', 'Flawless Amethyst'), ('6', 'Nickel'), ('3', 'Stormblade')]
Storm Jewel 35 - 55|http://www.wizard101central.com/wiki/Jewel:Blemished_Defense_Amethyst_%2B22|Novice Crafter|000:10:00|Jewel Crafting Station|Aegeus|2,000|[('10', 'Flawless Amethyst'), ('5', 'Cobalt'), ('3', 'Darkwind')]
Storm Jewel 45 - 65|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Amethyst_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Marwa Jadetusk|3,000|[('15', 'Flawless Amethyst'), ('4', 'Bronze'), ('4', 'Stormspear')]
Storm Jewel 55 - 75|http://www.wizard101central.com/wiki/Jewel:Dull_Accurate_Amethyst_%2B6%25|Novice Crafter|000:10:00|Jewel Crafting Station|Shane MacGobhann|5,000|[('5', 'Flawless Amethyst'), ('9', 'Tungsten'), ('4', 'Sap Power')]
Storm Jewel 65 - 85|http://www.wizard101central.com/wiki/Jewel:Clear_Damage_Amethyst_%2B19|Novice Crafter|000:10:00|Jewel Crafting Station|Yaxche|10,000|[('10', 'Perfect Amethyst'), ('8', 'Mithril'), ('5', 'Mass Storm Prism')]
Storm Jewel 75 - 95|http://www.wizard101central.com/wiki/Jewel:Clear_Accurate_Amethyst_%2B9%25|Novice Crafter|000:10:00|Jewel Crafting Station|Wozina the EdgeCutter|15,000|[('15', 'Perfect Amethyst'), ('7', 'Orichalcum'), ('5', 'Dissipate')]
Storm Jewel 85 - 105|http://www.wizard101central.com/wiki/Jewel:Lustrous_Damage_Amethyst_%2B23|Novice Crafter|000:10:00|Jewel Crafting Station|Jules|17,500|[('15', 'Perfect Amethyst'), ('10', 'Draconium'), ('5', 'Mega Soothe')]
Storm Jewel 95 - 115|http://www.wizard101central.com/wiki/Jewel:Lustrous_Accurate_Amethyst_%2B11%25|Novice Crafter|000:10:00|Jewel Crafting Station|Gemeral|18,000|[('17', 'Perfect Amethyst'), ('10', 'Turmeric'), ('5', 'Mega Soothe')]
Balance Whirlwind|http://www.wizard101central.com/wiki/Mount:Balance_Whirlwind|Apprentice Crafter|024:00:00|Equipment Crafting Station|Khalkos Coppersmith|60,000|[('25', 'Power Play'), ('5', 'Balancecuda'), ('1', 'Ultra Trumpet Vine'), ('1', 'Mote of Transport'), ('25', 'Perfect Citrine'), ('5', 'Ectoplasm'), ('10', 'Aether'), ('15', 'Parchment')]
Death Whirlwind|http://www.wizard101central.com/wiki/Mount:Death_Whirlwind|Apprentice Crafter|024:00:00|Equipment Crafting Station|Khalkos Coppersmith|60,000|[('25', 'Doom and Gloom'), ('5', 'Deathacuda'), ('1', 'Ultra King Parsley'), ('1', 'Mote of Transport'), ('25', 'Perfect Onyx'), ('5', 'Ectoplasm'), ('10', 'Aether'), ('15', 'Parchment')]
Digmoore Pogo Stick|http://www.wizard101central.com/wiki/Mount:Digmoore_Pogo_Stick|Apprentice Crafter|024:00:00|Equipment Crafting Station|Rose Piper|60,000|[('10', 'Clockwork Spider'), ('10', 'Brain Sturgeon'), ('1', 'Sonic Spring'), ('10', 'Silver Trumpet Vine'), ('25', 'Scrap Iron'), ('25', 'Spring'), ('15', 'Bronze Gear'), ('10', 'Leather Straps')]
Fire Whirlwind|http://www.wizard101central.com/wiki/Mount:Fire_Whirlwind|Apprentice Crafter|024:00:00|Equipment Crafting Station|Khalkos Coppersmith|60,000|[('25', 'Wyldfire'), ('5', 'Firecuda'), ('1', 'Ultra Helephant Ears'), ('1', 'Mote of Transport'), ('25', 'Perfect Ruby'), ('5', 'Ectoplasm'), ('10', 'Aether'), ('15', 'Parchment')]
Ice Whirlwind|http://www.wizard101central.com/wiki/Mount:Ice_Whirlwind|Apprentice Crafter|024:00:00|Equipment Crafting Station|Khalkos Coppersmith|60,000|[('25', 'Balefrost'), ('5', 'Icecuda'), ('1', 'Ultra Snow Apples'), ('1', 'Mote of Transport'), ('25', 'Perfect Sapphire'), ('5', 'Ectoplasm'), ('10', 'Aether'), ('15', 'Parchment')]
Life Whirlwind|http://www.wizard101central.com/wiki/Mount:Life_Whirlwind|Apprentice Crafter|024:00:00|Equipment Crafting Station|Khalkos Coppersmith|60,000|[('25', 'Sanctuary'), ('5', 'Lifeacuda'), ('1', 'Ultra Tiger Lily'), ('1', 'Mote of Transport'), ('25', 'Perfect Jade'), ('5', 'Ectoplasm'), ('10', 'Aether'), ('15', 'Parchment')]
Myth Whirlwind|http://www.wizard101central.com/wiki/Mount:Myth_Whirlwind|Apprentice Crafter|024:00:00|Equipment Crafting Station|Khalkos Coppersmith|60,000|[('25', 'Time of Legend'), ('5', 'Mythacuda'), ('1', 'Ultra Ninja Fig'), ('1', 'Mote of Transport'), ('25', 'Perfect Peridot'), ('5', 'Ectoplasm'), ('10', 'Aether'), ('15', 'Parchment')]
Ravenwood Pogo Stick|http://www.wizard101central.com/wiki/Mount:Ravenwood_Pogo_Stick|Apprentice Crafter|024:00:00|Equipment Crafting Station|Rose Piper|60,000|[('15', 'Snow Shield'), ('5', 'Catfish'), ('1', 'Sonic Spring'), ('20', 'Trumpet Vine'), ('15', 'Sapphire'), ('25', 'Scrap Iron'), ('25', 'Spring'), ('10', 'Leather Straps')]
Storm Whirlwind|http://www.wizard101central.com/wiki/Mount:Storm_Whirlwind|Apprentice Crafter|024:00:00|Equipment Crafting Station|Khalkos Coppersmith|60,000|[('25', 'Darkwind'), ('5', 'Stormacuda'), ('1', 'Ultra Boom Shroom'), ('1', 'Mote of Transport'), ('25', 'Perfect Amethyst'), ('5', 'Ectoplasm'), ('10', 'Aether'), ('15', 'Parchment')]
Alchemical Crystals|http://www.wizard101central.com/wiki/Reagent:Alchemical_Crystals|Visionary Crafter|000:00:04|Card Crafting Station|Zasha EmberForge|2,000|[('10', 'Alchemical Salts')]
Alchemical Salts|http://www.wizard101central.com/wiki/Reagent:Alchemical_Salts|Visionary Crafter|000:00:04|Card Crafting Station|Zasha EmberForge|2,000|[('10', 'Alchemical Extract')]
Balance Cyclops Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Balance_Cyclops_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Balance Cyclops)'), ('10', 'Moongold Dust')]
Balance Fairy Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Balance_Fairy_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Balance Fairy)'), ('10', 'Moongold Dust')]
Death Ninja Pig Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Death_Ninja_Pig_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Death Ninja Pig)'), ('10', 'Moongold Dust')]
Dream Golem Spellements|http://www.wizard101central.com/wiki/Reagent:Dream_Golem|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Kettleblack'), ('4', 'Beastmoon Idol (Death Cyclops)'), ('1', 'Moongold Dust')]
Elemental Golem Spellements|http://www.wizard101central.com/wiki/Reagent:Elemental_Golem|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Franklinstove (390-430)'), ('4', 'Beastmoon Idol (Balance Cyclops)'), ('1', 'Moongold Dust')]
Elemental Moonstone|http://www.wizard101central.com/wiki/Reagent:Elemental_Moonstone|None|000:04:00|Basic Crafting Station|Actaeon|25 Lunari|[('1', 'Balance Moonstone')]
Ether Golem Spellements|http://www.wizard101central.com/wiki/Reagent:Ether_Golem|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Chimenea'), ('4', 'Beastmoon Idol (Myth Minotaur)'), ('1', 'Moongold Dust')]
Fire Elf Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Fire_Elf_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Fire Elf)'), ('10', 'Moongold Dust')]
Glacial Golem Spellements|http://www.wizard101central.com/wiki/Reagent:Glacial_Golem|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Firegut (380-418)'), ('4', 'Beastmoon Idol (Fire Minotaur)'), ('1', 'Moongold Dust')]
Ice Elf Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Ice_Elf_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Ice Elf)'), ('10', 'Moongold Dust')]
Infestation Spellements|http://www.wizard101central.com/wiki/Reagent:Infestation|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Brown Spider'), ('4', 'Beastmoon Idol (Life Colossus)'), ('1', 'Moongold Dust')]
Iron Curse Spellements|http://www.wizard101central.com/wiki/Reagent:Iron_Curse|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Steel Giant'), ('4', 'Beastmoon Idol (Balance Cyclops)'), ('1', 'Moongold Dust')]
Legend Golem Spellements|http://www.wizard101central.com/wiki/Reagent:Legend_Golem|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Potboiler'), ('4', 'Beastmoon Idol (Life Colossus)'), ('1', 'Moongold Dust')]
Life Colossus Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Life_Colossus_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Life Colossus)'), ('10', 'Moongold Dust')]
Myth Minotaur Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Myth_Minotaur_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Myth Minotaur)'), ('10', 'Moongold Dust')]
Myth Rat Thief Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Myth_Rat_Thief_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Myth Rat Thief)'), ('10', 'Moongold Dust')]
Naphtha Scarab Spellements|http://www.wizard101central.com/wiki/Reagent:Naphtha_Scarab|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Fire Beetle'), ('4', 'Beastmoon Idol (Fire Minotaur)'), ('1', 'Moongold Dust')]
Spirit Moonstone|http://www.wizard101central.com/wiki/Reagent:Spirit_Moonstone|None|000:04:00|Basic Crafting Station|Actaeon|25 Lunari|[('1', 'Balance Moonstone')]
Storm Krokomummy Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Storm_Krokomummy_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Storm Krokomummy)'), ('10', 'Moongold Dust')]
Storm Wolf Warrior Gold Idol|http://www.wizard101central.com/wiki/Reagent:Beastmoon_Idol_(Storm_Wolf_Warrior_Gold)|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Beastmoon Idol (Storm Wolf Warrior)'), ('10', 'Moongold Dust')]
Stormwing Spellements|http://www.wizard101central.com/wiki/Reagent:Stormwing|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Thunderbird'), ('4', 'Beastmoon Idol (Storm Wolf Warrior)'), ('1', 'Moongold Dust')]
Thermic Golem Spellements|http://www.wizard101central.com/wiki/Reagent:Thermic_Golem|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Rocketstove'), ('4', 'Beastmoon Idol (Storm Wolf Warrior)'), ('1', 'Moongold Dust')]
Thieving Dragon Spellements|http://www.wizard101central.com/wiki/Reagent:Thieving_Dragon|None|:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('1', 'Frost Dragon'), ('4', 'Beastmoon Idol (Ice)'), ('1', 'Moongold Dust')]
Transmute Acorn|http://www.wizard101central.com/wiki/Reagent:Acorn|Apprentice Crafter|000:00:05|Card Crafting Station|Avery Templeton|200|[('15', 'Mist Wood')]
Transmute Aether|http://www.wizard101central.com/wiki/Reagent:Aether|Adept Crafter|000:00:00|Card Crafting Station|Avery Templeton|600|[('15', 'Kelp')]
Transmute Aethyr Ore|http://www.wizard101central.com/wiki/Reagent:Aethyr_Ore|Champion Crafter|000:00:05|Card Crafting Station|Loligo|10,000|[('15', 'Aethyr Dust')]
Transmute Agave Nectar|http://www.wizard101central.com/wiki/Reagent:Agave_Nectar|Grandmaster Artisan|000:00:00|Card Crafting Station|Popol Vuh Whitepaper|1,000|[('15', 'Agave Leaves')]
Transmute Alternate Time Lime|http://www.wizard101central.com/wiki/Reagent:Alternate_Time_Lime|Apprentice Crafter|000:00:05|Card Crafting Station|Lloyd FallingWater|2,000|[('8', 'Time Lime')]
Transmute Amber|http://www.wizard101central.com/wiki/Reagent:Amber|Legendary Artisan|000:00:30|Card Crafting Station|Shane MacGobhann|2,000|"[('5', ""Merle's Whisker""), ('5', 'Amber Dust'), ('15', 'Sunstone'), ('10', 'Golden Pearl')]"
Transmute Ancient Scroll|http://www.wizard101central.com/wiki/Reagent:Ancient_Scroll|Initiate Crafter|000:00:05|Card Crafting Station|Avery Templeton|400|[('15', 'Parchment')]
Transmute Aquamarine|http://www.wizard101central.com/wiki/Reagent:Aquamarine|Adept Crafter|000:00:00|Card Crafting Station|Avery Templeton|600|[('15', 'Shell')]
Transmute Balance Rune (Death - Myth - Life)|http://www.wizard101central.com/wiki/Reagent:Balance_Rune|None|000:00:05|Treasure Tower Crafting Station|Kara Runewright|250|[('1', 'Death Rune'), ('1', 'Myth Rune'), ('1', 'Life Rune')]
Transmute Balance Rune (Ice - Storm - Fire)|http://www.wizard101central.com/wiki/Reagent:Balance_Rune|None|000:00:05|Treasure Tower Crafting Station|Kara Runewright|250|[('1', 'Ice Rune'), ('1', 'Storm Rune'), ('1', 'Fire Rune')]
Transmute Black Lotus|http://www.wizard101central.com/wiki/Reagent:Black_Lotus|Initiate Crafter|000:00:05|Card Crafting Station|Avery Templeton|300|[('10', 'Cat Tail'), ('10', 'Ore')]
Transmute Black Pearl|http://www.wizard101central.com/wiki/Reagent:Black_Pearl|Initiate Crafter|000:00:05|Card Crafting Station|Avery Templeton|400|[('15', 'Black Lotus')]
Transmute Blood Moss|http://www.wizard101central.com/wiki/Reagent:Blood_Moss|Initiate Crafter|000:00:05|Card Crafting Station|Avery Templeton|400|[('15', 'Red Mandrake')]
Transmute Bone|http://www.wizard101central.com/wiki/Reagent:Bone|Apprentice Crafter|000:00:05|Card Crafting Station|Avery Templeton|150|[('5', 'Bronze Gear')]
Transmute Bronze|http://www.wizard101central.com/wiki/Reagent:Bronze|Initiate Crafter|000:00:05|Card Crafting Station|Torald Wayfinder|500|[('10', 'Cobalt'), ('1', 'Opal')]
Transmute Bronze Gear|http://www.wizard101central.com/wiki/Reagent:Bronze_Gear|Apprentice Crafter|000:00:05|Card Crafting Station|Avery Templeton|150|[('5', 'Spider Silk')]
Transmute Coach Ticket|http://www.wizard101central.com/wiki/Reagent:Coach_Ticket|Apprentice Crafter|000:00:05|Card Crafting Station|Lloyd FallingWater|2,000|[('8', 'Steerage Ticket')]
Transmute Cobalt|http://www.wizard101central.com/wiki/Reagent:Cobalt|Initiate Crafter|000:00:05|Card Crafting Station|Torald Wayfinder|500|[('10', 'Nickel'), ('1', 'Opal')]
Transmute Copper|http://www.wizard101central.com/wiki/Reagent:Copper|Apprentice Crafter|000:00:05|Card Crafting Station|Torald Wayfinder|250|[('10', 'Iron'), ('1', 'Opal')]
Transmute Death Rune|http://www.wizard101central.com/wiki/Reagent:Death_Rune|None|000:00:05|Treasure Tower Crafting Station|Kara Runewright|250|[('2', 'Myth Rune'), ('1', 'Balance Rune')]
Transmute Diamond|http://www.wizard101central.com/wiki/Reagent:Diamond|Apprentice Crafter|000:00:05|Card Crafting Station|Avery Templeton|200|[('15', 'Ore')]
Transmute Draconium|http://www.wizard101central.com/wiki/Reagent:Draconium|Master Artisan|000:00:05|Card Crafting Station|Torald Wayfinder|750|[('10', 'Orichalcum'), ('1', 'Flawless Opal')]
Transmute Ectoplasm|http://www.wizard101central.com/wiki/Reagent:Ectoplasm|Apprentice Crafter|000:00:05|Card Crafting Station|Avery Templeton|150|[('5', 'Leather Straps')]
Transmute Enhanced Balance Rune (Death - Myth - Life)|http://www.wizard101central.com/wiki/Reagent:Enhanced_Balance_Rune|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright|500|[('1', 'Enhanced Death Rune'), ('1', 'Enhanced Myth Rune'), ('1', 'Enhanced Life Rune')]
